row_index,customerID,churn,split
1590,7643-RCHXS,0,development
1591,8246-SHFGA,0,development
1592,8387-MOJJT,1,development
1593,0620-XEFWH,0,holdout
1594,6485-QXWWE,0,development
1595,2761-OCIAX,1,development
1596,7321-VGNKU,0,development
1597,5327-CNLUQ,0,development
1598,7552-KEYGT,0,development
1599,5816-JMLGY,0,development
1600,3068-OMWZA,1,development
1601,2927-QRRQV,0,development
1602,6032-KRXXO,1,development
1603,7459-RRWQZ,1,holdout
1604,6265-SXWBU,0,development
1605,7941-RCJOW,0,development
1606,6374-NTQLP,0,holdout
1607,4154-AQUGT,1,development
1608,2387-KDZQY,0,development
1609,3584-WKTTW,0,development
1610,3399-BMLVW,0,development
1611,1971-DTCZB,0,holdout
1612,3092-IGHWF,1,development
1613,3374-PZLXD,0,development
1614,3813-DHBBB,0,development
1615,2812-REYAT,0,development
1616,6518-PPLMZ,0,development
1617,4939-KYYPY,0,development
1618,8017-LXHFA,1,development
1619,5930-GBIWP,0,development
1620,6022-KOUQO,0,development
1621,6352-TWCAU,1,development
1622,2361-UPSND,0,development
1623,6035-RIIOM,0,holdout
1624,2929-QNSRW,1,holdout
1625,1262-OPMFY,1,development
1626,9504-DSHWM,0,development
1627,5035-BVCXS,0,development
1628,6267-DCFFZ,0,holdout
1629,3533-UVMOM,0,development
1630,2439-LYPMQ,0,development
1631,4248-QPAVC,1,holdout
1632,1899-VXWXM,1,development
1633,1478-VPOAD,0,holdout
1634,9995-HOTOH,0,development
1635,2988-PLAHS,0,development
1636,1371-OJCEK,0,holdout
1637,4999-IEZLT,0,development
1638,8883-ANODQ,0,development
1639,4690-LLKUA,1,holdout
1640,2351-RRBUE,0,holdout
1641,5980-BDHPY,0,development
1642,1498-DQNRX,0,development
1643,9469-WEJBT,0,development
1644,3331-HQDTW,1,development
1645,9490-DFPMD,1,holdout
1646,2581-VKIRT,0,development
1647,5442-XSDCW,1,development
1648,7426-WEIJX,0,development
1649,2851-MMUTZ,0,development
1650,3049-NDXFL,1,holdout
1651,8580-AECUZ,1,holdout
1652,3307-TLCUD,0,development
1653,6625-FLENO,0,development
1654,2967-MXRAV,0,development
1655,7963-GQRMY,1,development
1656,8189-HBVRW,0,development
1657,4163-KIUHY,0,holdout
1658,1228-FZFRV,1,development
1659,3500-NSDOA,0,development
1660,1171-TYKUR,0,holdout
1661,3761-FLYZI,0,development
1662,2058-DCJBE,1,holdout
1663,5364-XYIRR,1,development
1664,4829-AUOAX,1,development
1665,1219-NNDDO,0,development
1666,8388-DMKAE,0,development
1667,4403-BWPAY,0,development
1668,9659-QEQSY,0,development
1669,5405-ZMYXQ,0,development
1670,5047-LHVLY,1,holdout
1671,1442-OKRJE,0,development
1672,4737-AQCPU,0,development
1673,9158-VCTQB,1,holdout
1674,2808-CHTDM,0,development
1675,6311-UEUME,1,development
1676,0793-TWELN,0,development
1677,3283-WCWXT,0,development
1678,1060-ENTOF,0,development
1679,0999-QXNSA,0,development
1680,5451-MHQOF,0,development
1681,4836-WNFNO,0,development
1682,9225-BZLNZ,0,development
1683,0354-VXMJC,0,holdout
1684,4422-QVIJA,0,development
1685,9365-SRSZE,0,holdout
1686,6839-ITVZJ,1,holdout
1687,8332-OSJDW,0,development
1688,4735-BJKOU,0,development
1689,0274-JKUJR,0,development
1690,5740-YHGTW,0,development
1691,8917-SZTTJ,0,development
1692,1696-MZVAU,0,development
1693,7359-WWYJV,0,development
1694,0375-HVGXO,1,development
1695,4906-ZHGPK,0,development
1696,8593-WHYHV,1,development
1697,3795-GWTRD,0,development
1698,1298-PHBTI,0,holdout
1699,6223-DHJGV,0,development
1700,6961-MJKBO,0,development
1701,6097-EQISJ,1,development
1702,4423-YLHDV,1,development
1703,8158-WPEZG,0,development
1704,0107-YHINA,1,development
1705,4918-FYJNT,0,development
1706,0727-BNRLG,0,development
1707,4854-CIDCF,0,development
1708,8640-SDGKB,1,development
1709,3280-MRDOF,0,holdout
1710,6435-SRWBJ,0,development
1711,9964-WBQDJ,0,holdout
1712,6303-KFWSL,0,development
1713,1702-CCFNJ,0,development
1714,8932-CZHRQ,0,holdout
1715,0386-CWRGM,0,development
1716,5515-RUGKN,0,development
1717,0404-AHASP,0,development
1718,7279-NMVJC,0,holdout
1719,2081-VEYEH,0,development
1720,6407-UTSLV,0,development
1721,4116-TZAQJ,1,holdout
1722,9060-HJJRW,0,development
1723,2587-YNLES,0,development
1724,7398-SKNQZ,0,development
1725,5935-FCCNB,0,development
1726,1958-RNRKS,0,development
1727,5136-RGMZO,0,development
1728,8345-MVDYC,0,development
1729,8226-BXGES,0,holdout
1730,3877-JRJIP,1,development
1731,8375-DKEBR,1,development
1732,9705-IOVQQ,0,development
1733,1015-OWJKI,0,development
1734,7511-YMXVQ,1,development
1735,2040-XBAVJ,0,development
1736,7551-JOHTI,1,development
1737,8887-IPQNC,0,development
1738,8646-JCOMS,0,holdout
1739,9804-ICWBG,1,development
1740,1222-KJNZD,0,development
1741,0106-GHRQR,0,development
1742,5318-IXUZF,1,development
1743,3768-VHXQO,0,holdout
1744,8952-WCVCD,0,development
1745,2418-TPEUN,0,development
1746,3963-RYFNS,0,development
1747,3198-VELRD,1,development
1748,8540-ZQGEA,0,development
1749,1320-REHCS,0,holdout
1750,4137-JOPHL,0,development
1751,9436-ZBZCT,1,development
1752,7801-CEDNV,0,holdout
1753,2057-BOYKM,0,development
1754,3658-QQJYD,0,development
1755,1803-BGNBD,0,development
1756,0134-XWXCE,0,development
1757,6950-TWMYB,0,development
1758,5848-FHRFC,0,development
1759,2243-FNMMI,0,development
1760,2511-MORQY,0,holdout
1761,5356-KZCKT,0,development
1762,9470-XCCEM,0,development
1763,6519-CFDBX,0,holdout
1764,3902-MIVLE,0,development
1765,0409-WTMPL,0,development
1766,8763-KIAFH,0,development
1767,3669-WHAFY,0,development
1768,3055-VTCGS,0,development
1769,3144-KMTWZ,0,development
1770,7279-BUYWN,1,holdout
1771,7156-MHUGY,1,development
1772,7198-GLXTC,1,development
1773,2007-QVGAW,0,development
1774,5207-PLSTK,0,development
1775,2307-FYNNL,0,development
1776,5605-XNWEN,0,holdout
1777,2155-AMQRX,0,development
1778,6181-AXXYF,0,development
1779,5091-HFAZW,0,development
1780,0516-VRYBW,1,development
1781,2519-LBNQL,0,holdout
1782,8623-ULFNQ,0,development
1783,8380-PEFPE,1,development
1784,5687-DKDTV,1,development
1785,1568-LJSZU,0,development
1786,7530-HDYDS,1,development
1787,7789-HKSBS,0,development
1788,7416-CKTEP,0,development
1789,2586-CWXVV,0,development
1790,3096-IZETN,1,development
1791,2348-KCJLT,0,development
1792,8401-EMUWF,0,development
1793,4193-IBKSW,0,development
1794,5377-NDTOU,0,development
1795,5922-ABDVO,1,development
1796,2474-LCNUE,0,holdout
1797,0839-QNXME,0,development
1798,3506-OVLKD,0,development
1799,9172-ANCRX,1,development
1800,6650-VJONK,0,development
1801,2178-PMGCJ,0,holdout
1802,7492-TAFJD,0,development
1803,2773-MADBQ,0,holdout
1804,6016-LVTJQ,0,holdout
1805,7860-KSUGX,0,development
1806,8966-KZXXA,0,development
1807,6910-HADCM,1,development
1808,4816-LXZYW,1,development
1809,9606-PBKBQ,1,development
1810,5149-QYTTU,0,holdout
1811,2070-XYMFH,0,development
1812,2085-BOJKI,0,development
1813,0817-HSUSE,0,development
1814,5442-PPTJY,0,holdout
1815,1927-QEWMY,0,development
1816,1663-MHLHE,0,development
1817,5663-QBGIS,0,development
1818,4450-MDZFX,0,development
1819,6701-DHKWQ,0,development
1820,7554-AKDQF,0,development
1821,3536-IQCTX,1,development
1822,4911-BANWH,1,development
1823,8496-EJAUI,1,development
1824,0794-YVSGE,0,development
1825,5423-BHIXO,0,development
1826,6908-VVYHM,0,development
1827,2959-EEXWB,0,development
1828,1839-UMACK,0,holdout
1829,3030-YDNRM,0,development
1830,7321-KKSDU,0,development
1831,3402-XRIUO,0,holdout
1832,3132-TVFDZ,1,development
1833,8286-AFUYI,0,holdout
1834,8080-DDEMJ,1,development
1835,8356-WUAOJ,0,development
1836,6365-MTGZX,1,development
1837,1349-WXNGG,1,development
1838,8058-DMYRU,0,development
1839,9350-ZXYJC,0,development
1840,6990-YNRIO,1,development
1841,8958-JPTRR,0,development
1842,6959-GQEGV,0,development
1843,3173-WSSUE,0,holdout
1844,1265-HVPZB,0,development
1845,4115-UMJFQ,0,development
1846,7369-TRPFD,0,development
1847,1098-KFQEC,0,holdout
1848,7190-XHTWJ,0,development
1849,0621-TWIEM,1,development
1850,3537-RYBHH,0,development
1851,2485-ITVKB,1,holdout
1852,3669-OYSJI,1,development
1853,1612-EOHDH,1,development
1854,6702-OHFWR,1,development
1855,5296-BFCYD,0,development
1856,4510-PYUSH,1,development
1857,9359-JANWS,0,development
1858,7517-SAWMO,1,holdout
1859,4143-HHPMK,1,development
1860,3279-DYZQM,0,holdout
1861,7054-LGEQW,1,development
1862,0523-VNGTF,0,development
1863,9575-IWCAZ,0,development
1864,7105-MXJLL,0,development
1865,7064-FRRSW,0,holdout
1866,7940-UQQUG,0,development
1867,0923-PNFUB,1,development
1868,3961-SXAXY,0,holdout
1869,7010-BRBUU,0,development
1870,3566-HJGPK,0,holdout
1871,3062-ICYZQ,0,development
1872,9938-PRCVK,0,development
1873,0973-KYVNF,0,development
1874,5129-HHMZC,0,development
1875,9637-CDTKZ,0,holdout
1876,3946-JEWRQ,0,development
1877,7873-CVMAW,0,development
1878,0463-WZZKO,0,development
1879,3494-JCHRQ,1,development
1880,6474-FVJLC,1,development
1881,4524-QCSSM,0,development
1882,5832-EXGTT,0,development
1883,8840-DQLGN,1,development
1884,2039-JONDJ,0,holdout
1885,7217-JYHOQ,0,development
1886,6695-FRVEC,0,holdout
1887,4547-LYTDD,1,development
1888,9894-QMIMJ,0,holdout
1889,8069-YQQAJ,0,development
1890,6770-XUAGN,1,development
1891,4193-ORFCL,1,development
1892,1636-NTNCO,0,development
1893,3466-WAESX,0,development
1894,9281-PKKZE,0,development
1895,3638-VBZTA,0,development
1896,7459-IMVYU,0,development
1897,7776-QWNFX,1,development
1898,6689-TCZHQ,1,holdout
1899,8563-OYMQY,0,development
1900,0754-EEBDC,0,development
1901,5777-ZPQNC,0,development
1902,1951-IEYXM,0,development
1903,3318-NMQXL,0,holdout
1904,3143-ILDAL,1,holdout
1905,1022-RKXDR,0,development
1906,2361-FJWNO,0,holdout
1907,2272-UOINI,0,holdout
1908,8232-UTFOZ,0,development
1909,3750-YHRYO,0,development
1910,6637-KYRCV,0,development
1911,5668-MEISB,0,development
1912,0129-QMPDR,0,development
1913,7188-CBBBA,0,development
1914,5356-CSVSQ,0,development
1915,3221-CJMSG,0,development
1916,4720-VSTSI,1,development
1917,3219-JQRSL,0,development
1918,2801-NISEI,0,holdout
1919,3946-MHCZW,1,development
1920,4623-ZKHLY,0,development
1921,6732-VAILE,0,development
1922,8201-AAXCB,0,development
1923,7696-CFTAT,0,development
1924,1845-CSBRZ,0,development
1925,2123-VSCOT,0,development
1926,6651-AZVTJ,1,development
1927,4566-GOLUK,1,development
1928,2484-DGXPZ,1,development
1929,2018-QKYGT,0,development
1930,2792-VPPET,0,development
1931,7409-JURKQ,0,development
1932,3247-MHJKM,0,development
1933,1964-SVLEA,0,holdout
1934,4587-NUKOX,1,development
1935,7297-DVYGA,0,development
1936,2239-CGBUZ,0,development
1937,0854-UYHZD,0,development
1938,7243-LCGGZ,0,development
1939,8267-KFGYD,0,development
1940,4890-VMUAV,0,development
1941,9261-WDCAF,0,development
1942,3764-MNMOI,0,development
1943,7442-YGZFK,0,development
1944,0420-BWTPW,1,holdout
1945,8229-BUJHX,0,holdout
1946,7449-HVPIV,0,development
1947,5504-WSIUR,0,development
1948,8183-ONMXC,1,development
1949,8466-PZBLH,0,development
1950,9614-RMGHA,1,development
1951,8735-IJJEG,0,holdout
1952,0564-MUUQK,0,holdout
1953,5054-IEXZT,1,development
1954,5834-ASPWA,1,development
1955,0701-RFGFI,0,development
1956,0019-EFAEP,0,development
1957,5619-PTMIK,0,development
1958,3737-XBQDD,0,holdout
1959,5882-CMAZQ,0,holdout
1960,5846-QFDFI,0,development
1961,4445-KWOKW,0,development
1962,3511-APPBJ,0,development
1963,7967-HYCDE,0,development
1964,2430-RRYUW,0,development
1965,3948-XHGNA,1,development
1966,3723-BFBGR,0,development
1967,0565-IYCGT,1,holdout
1968,5447-WZAFP,0,development
1969,5110-CHOPY,0,development
1970,5445-UTODQ,1,development
1971,4425-OWHWB,0,development
1972,7892-QVYKW,0,development
1973,9675-ICXCT,0,development
1974,1024-VRZHF,1,holdout
1975,4703-MQYKT,0,development
1976,9497-QCMMS,1,development
1977,5692-ICXLW,0,holdout
1978,0602-DDUML,0,holdout
1979,2208-MPXIO,0,holdout
1980,1960-UYCNN,0,holdout
1981,0348-SDKOL,1,development
1982,3190-FZATL,0,development
1983,7336-RLLRH,0,development
1984,4373-MAVJG,1,holdout
1985,8901-HJXTF,1,development
1986,7710-JSYOA,0,development
1987,5419-KLXBN,1,holdout
1988,3424-NMNBO,1,development
1989,9885-MFVSU,0,development
1990,4514-GFCFI,1,development
1991,0607-MVMGC,0,development
1992,3365-SAIGS,0,development
1993,9828-AOQLM,1,development
1994,8022-BECSI,0,development
1995,8000-REIQB,1,development
1996,9993-LHIEB,0,development
1997,0266-CLZKZ,0,holdout
1998,7615-ESMYF,1,development
1999,3858-VOBET,1,holdout
2000,7020-OZKXZ,0,development
2001,3977-QCRSL,0,development
2002,0017-DINOC,0,development
2003,1447-PJGGA,1,holdout
2004,8565-CLBZW,1,development
2005,9139-WQQDY,1,development
2006,0224-HJAPT,1,holdout
2007,8086-OVPWV,1,development
2008,9430-FRQOC,1,development
2009,7639-OPLNG,0,development
2010,3074-GQWYX,1,development
2011,1492-QGCLU,0,development
2012,6845-RGTYS,1,development
2013,7328-OWMOM,0,development
2014,4418-LZMSV,0,development
2015,5155-AZQPB,0,development
2016,8861-HGGKB,1,development
2017,1087-GRUYI,0,development
2018,7065-YUNRY,1,holdout
2019,7694-VLBWQ,1,development
2020,2546-KZAAT,0,development
2021,0181-RITDD,0,holdout
2022,5989-PGKJB,0,development
2023,4795-KTRTH,1,development
2024,8272-ONJLV,0,development
2025,1488-PBLJN,0,development
2026,0308-GIQJT,0,development
2027,3778-FOAQW,0,development
2028,4452-ROHMO,0,development
2029,6481-OGDOO,1,development
2030,3090-LETTY,0,holdout
2031,5349-AZPEW,0,development
2032,3753-TSEMP,1,holdout
2033,8305-VHZBZ,1,holdout
2034,9720-JJJOR,0,development
2035,8100-HZZLJ,0,holdout
2036,8775-ERLNB,0,development
2037,8309-IEYJD,0,development
2038,9172-JITSM,1,development
2039,6298-QDFNH,1,development
2040,7398-HPYZQ,0,holdout
2041,3546-GHEAE,0,development
2042,7361-YPXFS,0,development
2043,6557-BZXLQ,0,development
2044,2550-QHZGP,0,development
2045,7519-JTWQH,0,development
2046,2538-OIMXF,0,development
2047,8543-MSDMF,0,development
2048,9961-JBNMK,1,holdout
2049,1170-SASML,0,development
2050,4872-JCVCA,0,holdout
2051,5346-BZCHP,0,development
2052,2038-LLMLM,0,development
2053,6173-ITPWD,1,development
2054,9734-UYXQI,1,development
2055,1216-BGTSP,0,development
2056,4138-NAXED,0,development
2057,2189-UXTKY,1,development
2058,0744-BIKKF,0,development
2059,7483-IQWIB,0,development
2060,5248-KWLAR,0,development
2061,4958-GZWIY,1,development
2062,7996-MHXLW,0,development
2063,7833-PKIHD,0,development
2064,7061-OVMIM,0,development
2065,5153-RTHKF,0,development
2066,1852-QSWCD,0,development
2067,4832-VRBMR,0,development
2068,9079-LWTFD,0,holdout
2069,6356-ELRKD,1,development
2070,8624-GIOUT,1,development
2071,3392-EHMNK,0,development
2072,5986-WWXDV,0,development
2073,3061-BCKYI,0,development
2074,6179-GJPSO,1,development
2075,7901-TBKJX,0,development
2076,7228-PAQPD,0,holdout
2077,3177-LASXD,1,development
2078,7746-QYVCO,0,holdout
2079,5804-HYIEZ,0,holdout
2080,9919-FZDED,0,development
2081,5934-TSSAU,0,development
2082,3486-KHMLI,0,holdout
2083,4897-QSUYC,1,development
2084,1084-UQCHV,1,development
2085,8290-YWKHZ,1,development
2086,2955-BJZHG,1,development
2087,3806-DXQOM,1,development
2088,6784-XYJAE,0,development
2089,3933-DQPWX,0,development
2090,6661-EIPZC,0,development
2091,8957-THMOA,0,development
2092,2251-PYLPB,0,development
2093,5555-RNPGT,0,holdout
2094,1057-FOGLZ,0,development
2095,9300-RENDD,1,development
2096,0761-AETCS,1,development
2097,8087-LGYHQ,0,development
2098,4137-BTIKL,0,development
2099,2190-BCXEC,0,development
2100,6227-FBDXH,0,development
2101,2153-MREFK,1,holdout
2102,2911-WDXMV,0,development
2103,7206-PQBBZ,0,development
2104,3106-ULWFW,1,development
2105,0925-VYDLG,1,development
2106,4547-FZJWE,0,holdout
2107,7422-WNBTY,0,development
2108,0842-IWYCP,0,development
2109,3521-HTQTV,0,development
2110,3744-ZBHON,0,development
2111,3373-DIUUN,0,development
2112,8383-SGHJU,0,development
2113,7607-QKKTJ,0,development
2114,7707-PYBBH,0,development
2115,8984-HPEMB,0,development
2116,4349-GFQHK,1,development
2117,4139-DETXS,0,development
2118,9779-DPNEJ,0,holdout
2119,9805-FILKB,0,development
2120,5793-YOLJN,0,development
2121,0673-IGUQO,0,development
2122,4123-FCVCB,0,development
2123,8819-IMISP,0,development
2124,7802-EFKNY,1,holdout
2125,8311-UEUAB,0,development
2126,5858-EAFCZ,0,development
2127,8035-BUYVG,1,holdout
2128,1163-ONYEY,0,development
2129,9787-XVQIU,1,development
2130,8945-MUQUF,1,holdout
2131,5656-MJEFC,0,development
2132,6082-OQFBA,0,development
2133,8051-HJRLT,1,development
2134,8974-OVACP,0,development
2135,4010-YLMVT,0,holdout
2136,1379-FRVEB,0,development
2137,8612-GXIDD,0,holdout
2138,6288-CHQJB,0,holdout
2139,8160-HOWOX,0,holdout
2140,3023-GFLBR,1,development
2141,6648-INWPS,0,development
2142,4223-BKEOR,0,development
2143,4079-VTGLK,0,development
2144,1763-WQFUK,0,development
2145,1391-UBDAR,0,development
2146,8894-JVDCV,0,development
2147,2023-VQFDL,0,development
2148,1345-GKDZZ,0,development
2149,2014-MKGMH,0,development
2150,5628-FCGYG,0,holdout
2151,2560-WBWXF,0,development
2152,0248-IPDFW,0,holdout
2153,7978-DKUQH,0,development
2154,4335-UPJSI,0,development
2155,0524-IAVZO,1,development
2156,2737-YNGYW,1,development
2157,1784-EZDKJ,0,development
2158,9297-FVVDH,0,development
2159,8007-YYPWD,0,development
2160,7101-HRBLJ,0,development
2161,5159-YFPKQ,1,development
2162,6635-CPNUN,0,development
2163,4021-RQSNY,1,development
2164,5453-YBTWV,0,development
2165,5039-LZRQT,0,development
2166,2931-VUVJN,0,development
2167,9061-TIHDA,1,development
2168,8699-ASUFO,1,holdout
2169,6418-PIQSP,0,holdout
2170,8220-OCUFY,0,development
2171,3995-WFCSM,0,development
2172,1895-QTKDO,0,development
2173,2038-OEQZH,0,development
2174,1178-PZGAB,0,development
2175,7927-AUXBZ,1,development
2176,2626-VEEWG,0,development
2177,2878-RMWXY,0,development
2178,1657-DYMBM,0,development
2179,7311-MQJCH,0,holdout
2180,7375-WMVMT,0,development
2181,1136-XGEQU,0,holdout
2182,2530-FMFXO,0,development
2183,6844-DZKRF,0,development
2184,4695-WJZUE,1,development
2185,7619-ODSGN,1,development
2186,5970-GHJAW,0,development
2187,8879-XUAHX,0,holdout
2188,3689-MOZGR,0,development
2189,4195-PNGZS,0,holdout
2190,5003-XZWWO,0,holdout
2191,3988-RQIXO,1,development
2192,7622-FWGEW,0,development
2193,6922-NCEDI,0,development
2194,2514-GINMM,1,development
2195,9891-NQDBD,0,development
2196,6131-IUNXN,0,holdout
2197,8548-AWOFC,0,development
2198,9798-DRYDS,0,development
2199,8532-UEFWH,0,development
2200,6296-DDOOR,0,development
2201,7951-VRDVK,0,development
2202,5931-FLJJF,1,development
2203,4815-YOSUK,0,development
2204,2659-VXMWZ,1,development
2205,0380-NEAVX,0,development
2206,3207-OYBWH,1,holdout
2207,4285-GYRQC,1,holdout
2208,7216-EWTRS,1,development
2209,4365-MSDYN,0,development
2210,7036-TYDEC,0,holdout
2211,5802-ADBRC,0,development
2212,8076-FEZKJ,0,development
2213,5197-YPYBZ,0,development
2214,8337-MSSXB,1,development
2215,4312-GVYNH,0,development
2216,8495-LJDFO,0,development
2217,0839-JTCUD,0,holdout
2218,5494-WOZRZ,0,development
2219,1302-UHBDD,0,development
2220,2234-EOFPT,0,development
2221,8619-IJNDK,0,development
2222,8378-LKJAF,0,development
2223,8182-BJDSI,1,development
2224,2528-HFYZX,1,development
2225,1153-GNOLC,0,development
2226,3298-QEICA,0,development
2227,0788-DXBFY,0,development
2228,3597-YASZG,0,holdout
2229,3496-LFSZU,0,development
2230,5242-UOWHD,0,holdout
2231,2482-CZGBB,1,holdout
2232,6479-SZPLM,0,development
2233,8097-VBQTZ,0,development
2234,4500-HKANN,0,development
2235,9917-KWRBE,0,development
2236,3420-ZDBMA,0,development
2237,2212-LYASK,0,development
2238,1393-IMKZG,0,holdout
2239,8069-RHUXK,0,development
2240,3398-GCPMU,0,development
2241,2908-WGAXL,0,development
2242,3378-AJRAO,0,holdout
2243,1013-QCWAM,0,development
2244,0866-QLSIR,1,development
2245,6050-FFXES,0,development
2246,7181-BQYBV,1,holdout
2247,0362-RAOQO,0,development
2248,9554-DFKIC,0,holdout
2249,5527-ACHSO,0,development
2250,0829-DDVLK,0,development
2251,1399-UBQIU,0,development
2252,1813-JLKWR,0,development
2253,0336-PIKEI,0,development
2254,7322-OCWHC,0,development
2255,9537-VHDTA,0,development
2256,4957-TIALW,0,development
2257,2054-PJOCK,0,development
2258,9150-HEPMB,0,development
2259,9030-QGZNL,0,development
2260,6204-IEUXJ,1,holdout
2261,3126-WQMGH,0,development
2262,4529-CKBCL,1,development
2263,2506-CLAKW,1,development
2264,7176-WRTNX,0,development
2265,1583-IHQZE,1,holdout
2266,5732-IKGQH,0,holdout
2267,9239-GZHZE,0,development
2268,7205-BAIAD,0,development
2269,0151-ONTOV,1,development
2270,4140-MUHUG,1,development
2271,0093-EXYQL,0,development
2272,8064-RAVOH,0,development
2273,0219-QAERP,0,development
2274,0320-JDNQG,1,development
2275,7180-PISOG,1,holdout
2276,9168-INPSZ,0,development
2277,3571-RFHAR,1,development
2278,0015-UOCOJ,0,holdout
2279,5334-AFQJB,0,development
2280,2754-SDJRD,0,development
2281,9578-VRMNM,1,development
2282,1587-FKLZB,1,development
2283,6140-QNRQQ,1,development
2284,8963-JLGJT,0,development
2285,4307-KTUMW,1,development
2286,1465-LNTLJ,0,development
2287,5440-FLBQG,1,development
2288,2135-DQWAQ,0,holdout
2289,4056-QHXHZ,0,development
2290,7470-MCQTK,1,holdout
2291,7488-MXJIV,1,development
2292,7401-JIXNM,0,development
2293,9339-FIIJL,0,development
2294,2027-FECZV,1,development
2295,2672-DZUOY,1,development
2296,4706-DGAHW,0,development
2297,3870-MQAMG,1,development
2298,6670-MFRPK,0,holdout
2299,6177-PEVRA,0,development
2300,4800-CZMPC,1,holdout
2301,4813-HQMGZ,0,holdout
2302,7579-KKLOE,0,development
2303,7377-DMMRI,1,development
2304,8402-EIVQS,0,development
2305,4947-DSMXK,0,development
2306,7245-NIIWQ,0,development
2307,0002-ORFBO,0,development
2308,3324-OIRTO,0,development
2309,5414-OFQCB,0,development
2310,4967-WPNCF,0,development
2311,8552-OBVRU,0,development
2312,8499-BRXTD,0,development
2313,9154-QDGTH,0,development
2314,8197-BFWVU,0,holdout
2315,2577-GVSIL,0,holdout
2316,9367-OIUXP,0,development
2317,6770-UAYGJ,0,development
2318,6463-HHXJR,0,development
2319,7928-VJYAB,0,development
2320,1187-WILMM,0,development
2321,9776-OJUZI,0,development
2322,1306-RPWXZ,0,holdout
2323,8949-JTMAY,1,holdout
2324,2774-LVQUS,1,development
2325,3097-PYWXL,0,development
2326,2266-SJNAT,0,development
2327,0869-PAPRP,0,development
2328,4238-JSSWH,0,development
2329,2972-YDYUW,0,holdout
2330,1104-FEJAM,0,holdout
2331,2809-ILCYT,0,development
2332,5499-ECUTN,0,development
2333,4981-FLTMF,0,development
2334,9121-PHQSR,0,development
2335,3113-IWHLC,0,development
2336,3211-ILJTT,1,development
2337,4612-THJBS,1,development
2338,4277-BWBML,0,development
2339,4094-NSEDU,1,development
2340,0234-TEVTT,0,development
2341,4304-TSPVK,0,development
2342,1552-AAGRX,0,holdout
2343,2637-FKFSY,0,development
2344,9796-MVYXX,0,development
2345,7874-ECPQJ,0,development
2346,0020-INWCK,0,development
2347,7089-RKVSZ,0,development
2348,2683-JXWQQ,0,development
2349,9548-ZMVTX,0,development
2350,8739-XNIKG,0,development
2351,9755-JHNMN,0,development
2352,3981-QSVQI,0,development
2353,2789-HQBOU,0,development
2354,9424-CMPOG,0,development
2355,5067-WJEUN,0,development
2356,3450-WXOAT,0,development
2357,9251-WNSOD,0,holdout
2358,6974-DAFLI,0,development
2359,2616-UUTFK,0,holdout
2360,7064-JHXCE,0,development
2361,5103-MHMHY,1,holdout
2362,7989-AWGEH,0,development
2363,4373-VVHQL,0,development
2364,4559-UWIHT,0,development
2365,7268-IGMFD,0,development
2366,1846-XWOQN,1,holdout
2367,0235-KGSLC,1,development
2368,6650-BWFRT,0,holdout
2369,9570-KYEUA,0,development
2370,6993-YGFJV,0,development
2371,2712-SYWAY,0,holdout
2372,0730-BGQGF,0,development
2373,5498-IBWPI,0,holdout
2374,9101-NTIXF,0,development
2375,0013-SMEOE,0,development
2376,9314-QDMDW,0,holdout
2377,9308-ANMVE,0,development
2378,2884-GBPFB,1,development
2379,3757-NJYBX,1,development
2380,3413-DHLPB,0,development
2381,7649-PHJVR,0,holdout
2382,6114-TCFID,0,development
2383,3787-TRIAL,0,development
2384,2573-GYRUU,0,development
2385,5156-UMKOW,0,development
2386,1247-QBVSH,0,development
2387,6734-GMPVK,0,development
2388,9822-OAOVB,0,development
2389,6161-ERDGD,0,development
2390,1226-JZNKR,0,development
2391,7318-EIVKO,0,development
2392,3771-PZOBW,0,development
2393,5136-KCKGI,1,development
2394,8231-BSWXX,0,development
2395,6486-LHTMA,0,development
2396,4083-BFNYK,0,holdout
2397,3722-WPXTK,1,development
2398,7389-KBFIT,0,development
2399,7176-WIONM,0,development
2400,5141-ZUVBH,0,development
2401,1089-HDMKP,0,development
2402,7623-HKYRK,0,holdout
2403,0310-SUCIN,0,development
2404,5197-PYEPU,0,development
2405,2929-ERCFZ,1,development
2406,7548-SEPYI,1,development
2407,8835-VSDSE,1,development
2408,6619-RPLQZ,0,development
2409,3275-RHRNE,0,holdout
2410,3503-TYDAY,0,development
2411,6901-GOGZG,0,development
2412,1623-NLDOT,1,development
2413,7021-XSNYE,0,holdout
2414,9621-OUPYD,0,development
2415,9898-KZQDZ,1,development
2416,8982-NHAVY,0,development
2417,4307-KWMXE,0,development
2418,0141-YEAYS,0,development
2419,2450-ZKEED,0,holdout
2420,3694-DELSO,0,development
2421,3893-JRNFS,0,development
2422,9603-OAIHC,0,development
2423,1133-KXCGE,0,development
2424,5236-PERKL,1,development
2425,0142-GVYSN,0,development
2426,1049-FYSYG,0,development
2427,7854-FOKSF,1,development
2428,2519-FAKOD,1,development
2429,8406-LNMHF,0,holdout
2430,1821-BUCWY,0,development
2431,8263-JQAIK,1,development
2432,0023-UYUPN,0,development
2433,8314-DPQHL,0,holdout
2434,1465-WCZVT,0,development
2435,9481-SFCQY,0,development
2436,6360-SVNWV,0,development
2437,0567-GGCAC,0,holdout
2438,7089-IVVAZ,1,holdout
2439,8884-MRNSU,0,holdout
2440,2171-UDMFD,0,development
